laptop_ID,Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,IPS_Panel,Retina_Display,Touchscreen,Resolution_X,Resolution_Y,Total_Pixels,High_Resolution,Product_Series,Cpu_Brand,Cpu_Series,Clock_Speed,Gpu_Manufacturer,Gpu_Series,Memory_Type,Memory_Size(GB)
166,Dell,Notebook,15.6,8,Windows 10,2.13,728.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i5,1.6,AMD,Radeon,SSD,256
167,Lenovo,Gaming,15.6,16,Windows 10,2.5,1079.0,1,0,0,1920,1080,2073600,0,Legion,Intel,Core i7,2.8,Nvidia,GeForce,SSD,256
168,Acer,Notebook,15.6,4,Windows 10,2.1,348.0,0,0,0,1366,768,1049088,0,Aspire,Intel,Celeron,1.1,Intel,HD,HDD,1024
169,MSI,Gaming,15.6,16,Windows 10,2.4,1799.0,1,0,0,1920,1080,2073600,0,GE63VR,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1280
170,Acer,Notebook,15.6,4,Windows 10,2.1,363.51,0,0,0,1366,768,1049088,0,Aspire,Intel,Pentium,1.1,Intel,HD,HDD,1024
171,Dell,Gaming,15.6,8,Windows 10,2.56,1060.49,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1152
172,Acer,Notebook,17.3,8,Windows 10,3.0,854.0,1,0,0,1920,1080,2073600,0,Aspire,Intel,Core i5,1.6,Nvidia,GeForce,SSD,256
173,HP,Notebook,13.3,4,Windows 10,1.49,754.0,1,0,0,1920,1080,2073600,0,ProBook,Intel,Core i5,1.6,Intel,UHD,HDD,500
174,Huawei,Ultrabook,13.0,8,Windows 10,1.05,1349.0,1,0,0,2160,1440,3110400,1,MateBook,Intel,Core i5,2.5,Intel,HD,SSD,256
175,HP,Notebook,17.3,6,Windows 10,2.71,699.0,1,0,0,1920,1080,2073600,0,17-bs001nv,Intel,Core i5,2.5,AMD,Radeon,HDD,2048
176,Lenovo,Notebook,15.6,4,No OS,2.2,309.0,0,0,0,1366,768,1049088,0,IdeaPad,AMD,A6-Series,2.9,AMD,Radeon,HDD,500
177,Toshiba,Notebook,15.6,4,Windows 10,2.0,489.0,0,0,0,1366,768,1049088,0,Satellite,Intel,Core i3,2.4,Intel,HD,HDD,500
178,HP,Notebook,17.3,8,Windows 10,2.5,923.0,0,0,0,1920,1080,2073600,0,ProBook,Intel,Core i5,1.6,Nvidia,GeForce,SSD,256
179,Dell,Notebook,15.6,8,Windows 10,2.3,459.0,0,0,0,1366,768,1049088,0,Inspiron,Intel,Core i3,2.4,Intel,HD,HDD,1024
180,Acer,Notebook,15.6,4,Windows 10,2.1,449.0,0,0,0,1366,768,1049088,0,Aspire,Intel,Core i3,2,Intel,HD,SSD,128
181,MSI,Gaming,18.4,32,Windows 10,4.4,2799.0,0,0,0,1920,1080,2073600,0,GT80S,Intel,Core i7,2.9,Nvidia,Other,SSD + HDD,1536
182,Lenovo,Notebook,15.6,8,Windows 10,1.9,813.0,0,0,0,1920,1080,2073600,0,V310-15IKB,Intel,Core i5,2.5,AMD,Other,SSD + HDD,1152
183,HP,2 in 1 Convertible,13.3,8,Windows 10,1.29,1499.0,1,0,1,3840,2160,8294400,1,Spectre,Intel,Core i5,1.6,Intel,UHD,SSD,256
184,Dell,Notebook,15.6,16,Linux,2.02,1049.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i7,1.8,AMD,Radeon,SSD + HDD,2304
185,Dell,Ultrabook,13.3,8,Windows 10,1.23,1399.0,0,0,0,1920,1080,2073600,0,XPS,Intel,Core i5,1.6,Intel,UHD,SSD,256
186,Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,1849.0,1,0,1,3840,2160,8294400,1,Yoga,Intel,Core i7,1.8,Intel,UHD,SSD,512
187,Toshiba,Notebook,15.6,8,Windows 10,2.0,793.0,0,0,0,1366,768,1049088,0,Satellite,Intel,Core i5,2.5,Intel,HD,SSD,128
188,Xiaomi,Notebook,15.6,8,No OS,1.95,1199.0,1,0,0,1920,1080,2073600,0,Mi,Intel,Core i5,1.6,Nvidia,GeForce,SSD,256
189,Dell,Notebook,17.3,16,Windows 10,2.77,1549.0,0,0,1,1920,1080,2073600,0,Inspiron,Intel,Core i7,1.8,Nvidia,GeForce,SSD,512
190,Dell,Notebook,15.6,16,Windows 10,2.06,2397.0,0,0,1,3840,2160,8294400,1,XPS,Intel,Core i7,2.8,Nvidia,GeForce,SSD,512
191,Lenovo,Gaming,15.6,8,No OS,2.4,779.0,1,0,0,1920,1080,2073600,0,Legion,Intel,Core i5,2.5,Nvidia,GeForce,SSD,256
192,Acer,Ultrabook,13.3,8,Windows 10,1.12,989.0,1,0,0,1920,1080,2073600,0,Swift,Intel,Core i5,1.2,Intel,HD,SSD,256
193,Dell,Notebook,17.3,8,Windows 10,2.8,1085.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i7,1.8,AMD,Radeon,SSD + HDD,1152
194,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,2824.0,0,0,1,2560,1440,3686400,1,Thinkpad,Intel,Core i7,2.7,Intel,HD,SSD,1024
195,Vero,Notebook,14.0,4,Windows 10,1.3,260.0,1,0,0,1920,1080,2073600,0,K147,Intel,Celeron,1.1,Intel,HD,Flash Storage,32
196,Xiaomi,Ultrabook,13.3,8,No OS,1.3,999.9,1,0,0,1920,1080,2073600,0,Mi,Intel,Core i5,2.5,Nvidia,GeForce,SSD,256
197,Lenovo,Notebook,17.3,8,No OS,2.8,698.0,0,0,0,1600,900,1440000,0,IdeaPad,Intel,Core i5,1.6,Nvidia,GeForce,SSD,256
198,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,839.0,1,0,1,1920,1080,2073600,0,Inspiron,Intel,Core i7,1.8,Intel,UHD,HDD,1024
199,HP,Notebook,17.3,8,Windows 10,2.5,914.0,1,0,0,1920,1080,2073600,0,ProBook,Intel,Core i5,1.6,Nvidia,GeForce,HDD,1024
200,Razer,Gaming,17.3,32,Windows 10,3.49,6099.0,0,0,1,3840,2160,8294400,1,Blade,Intel,Core i7,2.9,Nvidia,GeForce,SSD,1024
201,HP,Notebook,13.3,8,Windows 10,1.49,959.0,0,0,0,1920,1080,2073600,0,ProBook,Intel,Core i5,1.6,Intel,UHD,SSD,512
202,HP,Gaming,17.3,16,Windows 10,3.35,1379.0,1,0,0,1920,1080,2073600,0,Omen,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1280
203,HP,Notebook,17.3,8,Windows 10,2.5,1045.0,0,0,0,1920,1080,2073600,0,Probook,Intel,Core i7,1.8,Nvidia,GeForce,SSD,256
204,Dell,Gaming,15.6,16,Windows 10,2.65,1845.0,1,0,0,3840,2160,8294400,1,Inspiron,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1536
205,Lenovo,Notebook,15.6,4,Windows 10,2.1,493.0,0,0,0,1366,768,1049088,0,V110-15ISK,Intel,Core i5,2.3,Intel,HD,SSD,128
206,Acer,Notebook,15.6,8,Windows 10,2.23,742.0,0,0,0,1920,1080,2073600,0,Aspire,Intel,Core i7,2.7,Nvidia,GeForce,HDD,1024
207,Lenovo,Gaming,15.6,16,Windows 10,3.2,1749.0,1,0,0,1920,1080,2073600,0,Legion,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1536
208,Dell,Workstation,15.6,16,Windows 10,2.8,3055.0,0,0,0,3840,2160,8294400,1,Precision,Intel,Xeon,3,Nvidia,Quadro,SSD + HDD,1280
209,Lenovo,Gaming,15.6,16,No OS,2.4,1398.0,0,0,0,1920,1080,2073600,0,Legion,Intel,Core i7,2.8,Nvidia,GeForce,SSD,512
210,Dell,Notebook,15.6,6,Windows 10,2.3,439.0,0,0,1,1366,768,1049088,0,Inspiron,Intel,Core i3,2.4,Intel,HD,HDD,1024
211,Dell,Ultrabook,13.3,8,Windows 10,1.21,1949.0,1,0,1,3840,2160,8294400,1,XPS,Intel,Core i7,1.8,Intel,UHD,SSD,256
212,Dell,Ultrabook,13.3,8,Windows 10,1.2,1449.0,0,0,0,1920,1080,2073600,0,XPS,Intel,Core i7,1.8,Intel,UHD,SSD,256
213,Lenovo,Notebook,15.6,8,Windows 10,2.2,597.0,0,0,0,1366,768,1049088,0,IdeaPad,Intel,Core i5,2.5,Intel,HD,SSD,256
215,Acer,Notebook,15.6,8,Linux,2.4,779.0,0,0,0,1920,1080,2073600,0,Aspire,Intel,Core i7,2.8,Nvidia,GeForce,HDD,1024
216,Asus,Gaming,17.3,16,Windows 10,2.9,1407.0,0,0,0,1920,1080,2073600,0,ROG,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1280
217,HP,Notebook,15.6,4,No OS,2.1,349.0,0,0,0,1920,1080,2073600,0,15-bs018nq,Intel,Core i3,2,Intel,HD,HDD,500
218,Lenovo,Notebook,15.6,8,No OS,2.2,549.0,0,0,0,1920,1080,2073600,0,IdeaPad,Intel,Core i5,2.5,Intel,HD,SSD,256
219,Huawei,Ultrabook,13.0,8,Windows 10,1.05,1499.0,1,0,0,2160,1440,3110400,1,MateBook,Intel,Core i7,2.7,Intel,HD,SSD,512
220,Dell,Ultrabook,13.3,8,Windows 10,1.4,931.88,1,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i7,1.8,AMD,Radeon,SSD,256
221,Lenovo,Notebook,17.3,8,No OS,2.8,589.0,0,0,0,1600,900,1440000,0,IdeaPad,Intel,Core i5,2.5,Nvidia,GeForce,HDD,1024
222,HP,Notebook,14.0,8,Windows 10,1.63,1031.0,0,0,0,1920,1080,2073600,0,Probook,Intel,Core i7,1.8,Nvidia,GeForce,SSD,256
223,Dell,Ultrabook,14.0,8,Windows 10,1.6,1149.0,0,0,0,1920,1080,2073600,0,Latitude,Intel,Core i5,1.6,Intel,UHD,SSD,256
224,Dell,2 in 1 Convertible,13.3,16,Windows 10,1.62,1279.0,0,0,1,1920,1080,2073600,0,Inspiron,Intel,Core i7,1.8,Intel,UHD,SSD,512
225,Dell,Notebook,15.6,8,Linux,2.2,677.35,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i5,1.6,AMD,Radeon,SSD,256
226,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.74,899.0,1,0,0,1920,1080,2073600,0,Yoga,Intel,Core i5,1.6,Intel,UHD,SSD,256
227,Toshiba,Ultrabook,13.3,8,Windows 10,1.2,1363.0,0,0,0,1920,1080,2073600,0,Portege,Intel,Core i7,2.5,Intel,HD,SSD,256
228,HP,Notebook,15.6,8,Windows 10,2.1,794.0,0,0,0,1920,1080,2073600,0,ProBook,Intel,Core i5,1.6,Intel,UHD,HDD,1024
229,Dell,Gaming,17.3,16,Windows 10,4.42,2456.34,1,0,0,1920,1080,2073600,0,Alienware,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1280
230,Acer,Notebook,15.6,8,Windows 10,2.2,832.0,0,0,0,1920,1080,2073600,0,Aspire,Intel,Core i7,2.7,Nvidia,GeForce,SSD,256
231,Dell,Notebook,15.6,16,Windows 10,2.3,859.01,0,0,1,1920,1080,2073600,0,Inspiron,Intel,Core i7,2.7,AMD,Radeon,HDD,1024
232,Asus,Notebook,15.6,8,Windows 10,2.0,769.0,0,0,0,1920,1080,2073600,0,Vivobook,Intel,Core i5,2.5,Nvidia,GeForce,SSD,256
233,Asus,Notebook,17.3,8,Windows 10,2.69,891.0,0,0,0,1920,1080,2073600,0,K756UX-T4340T,Intel,Core i5,2.5,Nvidia,GeForce,SSD + HDD,756
234,HP,Notebook,15.6,8,Windows 10,1.9,1269.0,0,0,0,1920,1080,2073600,0,ZBook,Intel,Core i7,2.7,AMD,FirePro,HDD,1024
235,Asus,Notebook,15.6,4,Windows 10,2.37,398.99,0,0,0,1366,768,1049088,0,Pro,Intel,Core i3,2.4,Intel,HD,HDD,1024
236,HP,Notebook,15.6,4,Windows 10,2.1,330.0,0,0,0,1366,768,1049088,0,15-rb013nv,AMD,E-Series,1.5,AMD,Radeon,HDD,500
237,Lenovo,Gaming,15.6,16,Windows 10,3.2,1499.0,1,0,0,1920,1080,2073600,0,Legion,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1280
238,Dell,Notebook,14.0,8,Windows 10,1.6,859.0,0,0,0,1920,1080,2073600,0,Vostro,Intel,Core i5,2.5,Intel,HD,SSD,256
239,Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,689.0,1,0,1,1920,1080,2073600,0,Aspire,Intel,Core i5,2.3,Intel,HD,SSD,256
240,Dell,Notebook,15.6,16,Linux,2.36,899.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i7,2.7,AMD,Radeon,SSD,256
241,Acer,Notebook,15.6,4,Linux,2.1,390.0,0,0,0,1366,768,1049088,0,Aspire,Intel,Core i3,2,Intel,HD,HDD,1024
242,Asus,Notebook,15.6,4,Windows 10,2.2,575.0,0,0,0,1920,1080,2073600,0,X555QG-DM242T,AMD,A10-Series,2.5,AMD,Radeon,SSD + HDD,1152
243,Asus,Gaming,17.3,32,Windows 10,4.7,3890.0,0,0,0,1920,1080,2073600,0,ROG,Intel,Core i7,2.9,Nvidia,GeForce,SSD + HDD,1536
244,Acer,Gaming,15.6,8,Windows 10,2.5,846.0,1,0,0,1920,1080,2073600,0,Nitro,Intel,Core i5,2.5,Nvidia,GeForce,SSD,256
245,Lenovo,Notebook,15.6,8,Windows 10,2.2,589.0,0,0,0,1366,768,1049088,0,IdeaPad,Intel,Core i3,2,Intel,HD,SSD,128
246,Asus,Notebook,17.3,8,Windows 10,2.1,1145.0,0,0,0,1920,1080,2073600,0,VivoBook,Intel,Core i7,1.8,Nvidia,GeForce,SSD + HDD,1152
247,Asus,Notebook,17.3,8,No OS,2.69,889.0,0,0,0,1920,1080,2073600,0,F756UX-T4201D,Intel,Core i7,2.7,Nvidia,GeForce,SSD + HDD,1152
248,Dell,Gaming,15.6,8,Windows 10,2.56,879.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i5,2.5,Nvidia,GeForce,SSD,256
249,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,1079.0,1,0,1,1920,1080,2073600,0,Yoga,Intel,Core i7,2.7,Intel,HD,SSD,256
250,Dell,Notebook,15.6,8,Windows 10,2.2,985.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i7,1.8,AMD,Radeon,SSD + HDD,2176
251,HP,Notebook,15.6,8,Windows 10,2.04,559.0,0,0,1,1366,768,1049088,0,15-bs015dx,Intel,Core i5,2.5,Intel,HD,HDD,1024
252,Asus,Gaming,17.3,16,Windows 10,3.6,2999.0,0,0,0,1920,1080,2073600,0,Rog,Intel,Core i7,2.9,Nvidia,GeForce,SSD,256
253,HP,Notebook,13.3,4,Windows 10,1.49,675.0,1,0,0,1920,1080,2073600,0,ProBook,Intel,Core i5,1.6,Intel,UHD,HDD,500
254,Apple,Ultrabook,13.3,8,macOS,1.37,2040.0,1,1,0,2560,1600,4096000,1,MacBook,Intel,Core i5,3.1,Intel,Iris Plus,SSD,512
255,Dell,2 in 1 Convertible,15.6,8,Windows 10,2.08,819.0,1,0,1,1920,1080,2073600,0,Inspiron,Intel,Core i7,1.8,Intel,UHD,HDD,1024
256,Asus,Gaming,17.3,16,Windows 10,4.3,1799.0,0,0,0,1920,1080,2073600,0,ROG,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1280
257,Asus,Notebook,15.6,4,Windows 10,1.68,469.0,0,0,0,1366,768,1049088,0,X505BP-BR019T,AMD,A9-Series,3,AMD,Radeon,HDD,1024
258,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.37,1849.0,1,0,1,1920,1080,2073600,0,Yoga,Intel,Core i7,1.8,Intel,UHD,SSD,512
259,Acer,Notebook,17.3,4,Windows 10,3.0,702.0,1,0,0,1920,1080,2073600,0,Aspire,Intel,Core i3,2.7,Nvidia,GeForce,SSD,256
260,Dell,Ultrabook,13.3,8,Windows 10,1.41,949.0,0,0,0,1920,1080,2073600,0,Vostro,Intel,Core i5,1.6,Intel,UHD,SSD,256
261,HP,Notebook,15.6,8,Windows 10,1.91,445.9,0,0,0,1366,768,1049088,0,15-BW094nd,AMD,A6-Series,2.5,AMD,Radeon,SSD,128
262,HP,Notebook,17.3,16,Windows 10,2.9,1059.0,1,0,0,1920,1080,2073600,0,Envy,Intel,Core i7,1.8,Nvidia,GeForce,HDD,1024
263,MSI,Gaming,17.3,16,Windows 10,4.14,2499.0,0,0,0,1920,1080,2073600,0,GT73EVR,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1536
264,Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,1699.0,1,0,1,1920,1080,2073600,0,Yoga,Intel,Core i7,2.8,Nvidia,GeForce,SSD,512
265,Dell,Notebook,17.3,8,Windows 10,2.8,1142.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i7,1.8,AMD,Radeon,SSD + HDD,1152
266,Lenovo,Notebook,15.6,4,No OS,2.2,444.0,0,0,0,1920,1080,2073600,0,IdeaPad,Intel,Core i3,2,Intel,HD,SSD,256
267,HP,Notebook,15.6,4,Windows 10,2.1,722.0,1,0,0,1920,1080,2073600,0,ProBook,Intel,Core i5,1.6,Intel,HD,HDD,500
268,Dell,Notebook,15.6,4,Windows 10,2.18,657.0,0,0,0,1920,1080,2073600,0,Vostro,Intel,Core i5,2.5,Intel,HD,HDD,1024
269,Dell,Notebook,15.6,8,Windows 10,2.24,565.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i5,2.5,AMD,Radeon,HDD,1024
270,Dell,2 in 1 Convertible,15.6,8,Windows 10,2.67,799.0,0,0,1,1920,1080,2073600,0,Inspiron,Intel,Core i5,1.6,Intel,UHD,SSD,256
271,Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,1499.0,0,0,1,1920,1080,2073600,0,ZenBook,Intel,Core i7,1.8,Intel,UHD,SSD,1024
272,Lenovo,Notebook,15.6,4,No OS,2.2,467.0,0,0,0,1920,1080,2073600,0,IdeaPad,Intel,Core i5,2.5,Intel,HD,HDD,1024
273,HP,Notebook,17.3,8,Windows 10,2.5,1018.0,0,0,0,1920,1080,2073600,0,Probook,Intel,Core i7,1.8,Nvidia,GeForce,HDD,1024
274,Lenovo,Notebook,15.6,8,Windows 10,2.05,880.0,0,0,0,1920,1080,2073600,0,V330-15IKB,Intel,Core i7,1.8,Intel,UHD,SSD,256
275,Apple,Ultrabook,13.3,8,macOS,1.37,1958.9,1,1,0,2560,1600,4096000,1,MacBook,Intel,Core i5,2.9,Intel,Iris,SSD,512
276,Asus,Gaming,17.3,16,Windows 10,3.2,1549.0,0,0,0,1920,1080,2073600,0,Rog,AMD,Ryzen,3,AMD,Radeon,SSD + HDD,1280
277,Dell,Notebook,15.6,8,Linux,2.14,735.07,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i7,1.8,AMD,Radeon,SSD,256
278,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.36,2499.0,0,0,1,2560,1440,3686400,1,ThinkPad,Intel,Core i7,2.6,Intel,HD,SSD,512
279,Toshiba,Notebook,15.6,8,Windows 10,2.2,812.0,0,0,0,1366,768,1049088,0,Satellite,Intel,Core i7,2.5,Nvidia,GeForce,HDD,500
280,Dell,Notebook,15.6,12,Windows 10,2.3,713.07,0,0,0,1366,768,1049088,0,Inspiron,Intel,Core i7,2.7,Intel,HD,HDD,1024
281,Dell,Notebook,17.3,8,Linux,2.8,1099.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i7,1.8,AMD,Radeon,SSD + HDD,1152
282,Acer,Notebook,15.6,8,Windows 10,2.2,745.0,1,0,0,1920,1080,2073600,0,Aspire,Intel,Core i7,1.8,Nvidia,GeForce,HDD,1024
283,Lenovo,Notebook,17.3,4,Windows 10,2.8,489.0,0,0,0,1600,900,1440000,0,IdeaPad,Intel,Core i3,2,Intel,HD,HDD,1024
284,Lenovo,Notebook,17.3,8,No OS,2.8,849.0,0,0,0,1920,1080,2073600,0,IdeaPad,Intel,Core i7,1.8,Nvidia,GeForce,HDD,2048
285,Lenovo,Notebook,17.3,6,Windows 10,2.8,859.0,0,0,0,1600,900,1440000,0,IdeaPad,Intel,Core i7,2.7,Nvidia,GeForce,SSD + HDD,1152
286,Dell,Notebook,15.6,4,Linux,2.25,428.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i3,2.0,AMD,Radeon,HDD,1024
287,Lenovo,Gaming,15.6,8,Windows 10,2.5,829.0,1,0,0,1920,1080,2073600,0,Legion,Intel,Core i5,2.5,Nvidia,GeForce,SSD,256
288,Lenovo,Notebook,15.6,6,Windows 10,2.2,579.0,0,0,0,1920,1080,2073600,0,Ideapad,Intel,Core i5,2.5,Intel,HD,SSD,256
289,Acer,Notebook,15.6,8,Windows 10,3.0,951.0,1,0,0,1920,1080,2073600,0,Aspire,Intel,Core i7,1.8,Nvidia,GeForce,SSD,256
290,Acer,Notebook,15.6,12,Windows 10,2.15,659.0,1,0,1,1920,1080,2073600,0,SP315-51,Intel,Core i7,2.7,Intel,HD,HDD,1024
291,Lenovo,Notebook,15.6,8,Windows 10,1.95,1097.0,1,0,0,1920,1080,2073600,0,Thinkpad,Intel,Core i7,2.7,Intel,HD,SSD,256
292,Asus,Ultrabook,15.6,8,Windows 10,1.7,977.0,0,0,0,1920,1080,2073600,0,VivoBook,Intel,Core i5,2.5,Nvidia,GeForce,SSD,256
293,Lenovo,Gaming,15.6,16,Windows 10,2.5,1179.0,1,0,0,1920,1080,2073600,0,Legion,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1280
294,Lenovo,Notebook,15.6,8,No OS,2.2,659.01,0,0,0,1920,1080,2073600,0,IdeaPad,Intel,Core i7,2.7,Nvidia,GeForce,HDD,1024
295,Acer,Notebook,15.6,2,Chrome OS,2.19,199.0,0,0,0,1366,768,1049088,0,Chromebook,Intel,Celeron,1.5,Intel,HD,SSD,16
296,Asus,Gaming,17.3,8,Windows 10,3.0,1187.0,0,0,0,1920,1080,2073600,0,FX753VD-GC071T,Intel,Core i7,2.8,Nvidia,GeForce,HDD,1024
297,HP,Notebook,17.3,8,Windows 10,2.54,489.0,0,0,0,1600,900,1440000,0,17-BS037cl,Intel,Core i3,2,Intel,HD,HDD,1024
298,Dell,Notebook,15.6,8,Windows 10,2.0,1829.0,0,0,0,1920,1080,2073600,0,XPS,Intel,Core i7,2.8,Nvidia,GeForce,SSD,256
299,Lenovo,Notebook,15.6,8,Windows 10,2.05,739.0,0,0,0,1920,1080,2073600,0,V330-15IKB,Intel,Core i5,1.6,Intel,UHD,SSD,256
300,Lenovo,Gaming,15.6,8,Windows 10,3.2,1299.0,1,0,0,1920,1080,2073600,0,Legion,Intel,Core i7,2.8,Nvidia,GeForce,HDD,1024
301,Acer,Notebook,15.6,8,Linux,2.5,979.0,0,0,0,1920,1080,2073600,0,Aspire,Intel,Core i7,2.8,Nvidia,GeForce,SSD,256
302,Dell,Workstation,17.3,16,Windows 10,3.42,2884.86,0,0,0,1920,1080,2073600,0,Precision,Intel,Core i7,2.9,Nvidia,Quadro,SSD,256
303,Lenovo,Notebook,15.6,6,Windows 10,2.4,499.0,0,0,0,1920,1080,2073600,0,IdeaPad,AMD,A10-Series,2.4,AMD,Radeon,HDD,1024
304,Asus,Ultrabook,15.6,16,Windows 10,1.63,1468.0,0,0,0,1920,1080,2073600,0,ZenBook,Intel,Core i7,2.7,Nvidia,GeForce,SSD,512
305,Asus,Notebook,14.0,4,Windows 10,1.3,509.0,0,0,0,1366,768,1049088,0,VivoBook,Intel,Core i3,2.4,Intel,HD,SSD,128
306,Asus,Gaming,17.3,16,Windows 10,2.9,2122.0,0,0,0,1920,1080,2073600,0,Rog,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1280
307,Lenovo,Notebook,17.3,6,Windows 10,2.8,649.0,0,0,0,1600,900,1440000,0,IdeaPad,Intel,Core i5,2.5,Nvidia,GeForce,HDD,1024
308,Lenovo,Notebook,15.6,8,No OS,2.2,549.0,0,0,0,1366,768,1049088,0,IdeaPad,Intel,Core i5,2.5,Nvidia,GeForce,HDD,2048
309,Asus,Gaming,15.6,8,Windows 10,2.5,1265.0,0,0,0,1920,1080,2073600,0,GL553VE-FY082T,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1152
310,Lenovo,Notebook,15.6,4,No OS,2.2,359.99,0,0,0,1366,768,1049088,0,IdeaPad,Intel,Pentium,1.1,Intel,HD,HDD,1024
311,HP,2 in 1 Convertible,13.3,16,Windows 10,1.28,1975.0,0,0,1,1920,1080,2073600,0,EliteBook,Intel,Core i7,2.8,Intel,HD,SSD,256
312,Toshiba,Notebook,15.6,8,Windows 10,2.2,1043.0,1,0,0,1920,1080,2073600,0,Satellite,Intel,Core i7,2.5,Nvidia,GeForce,SSD,256
313,Lenovo,Notebook,15.6,8,Windows 10,2.3,819.0,0,0,0,1920,1080,2073600,0,IdeaPad,Intel,Core i5,2.5,Nvidia,GeForce,SSD + HDD,1152
314,HP,Notebook,15.6,4,Windows 10,1.86,469.0,0,0,0,1920,1080,2073600,0,250 G6,Intel,Core i3,2,Intel,HD,HDD,1024
315,Lenovo,Notebook,13.3,8,Windows 10,1.1,999.0,1,0,0,1920,1080,2073600,0,IdeaPad,Intel,Core i5,2.5,Intel,HD,SSD,256
316,Dell,Ultrabook,13.3,16,Windows 10,1.21,2499.0,1,0,1,3840,2160,8294400,1,XPS,Intel,Core i7,1.8,Intel,UHD,SSD,1024
317,MSI,Gaming,15.6,16,Windows 10,2.8,2099.0,1,0,0,1920,1080,2073600,0,GE63VR,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1280
318,Acer,Notebook,15.6,8,Windows 10,2.23,469.0,0,0,0,1920,1080,2073600,0,ES1-523-84K7,AMD,A8-Series,2.2,AMD,Radeon,SSD,256
319,Asus,2 in 1 Convertible,11.6,2,Windows 10,1.1,275.0,0,0,1,1366,768,1049088,0,VivoBook,Intel,Celeron,1.1,Intel,HD,Flash Storage,32
320,Dell,Notebook,15.6,8,Windows 10,2.33,844.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i5,1.6,AMD,Radeon,SSD + HDD,1152
321,HP,2 in 1 Convertible,13.3,16,Windows 10,1.29,2449.0,1,0,1,3840,2160,8294400,1,Spectre,Intel,Core i7,1.8,Intel,UHD,SSD,1024
322,Lenovo,Notebook,13.3,4,Chrome OS,1.45,459.9,0,0,0,1366,768,1049088,0,ThinkPad,Intel,Celeron,1.6,Intel,HD,Flash Storage,16
323,HP,Notebook,14.0,8,Windows 10,1.95,980.0,0,0,0,1920,1080,2073600,0,ProBook,Intel,Core i5,2.5,Intel,HD,SSD,256
324,Acer,Notebook,11.6,4,Windows 10,1.4,485.0,0,0,0,1366,768,1049088,0,TravelMate,Intel,Pentium,1.6,Intel,HD,Flash Storage,128
325,HP,Notebook,14.0,8,Windows 10,1.48,1292.0,0,0,0,1920,1080,2073600,0,Elitebook,Intel,Core i7,2.7,Intel,HD,SSD,256
326,Lenovo,Notebook,17.3,4,Windows 10,2.79,589.0,0,0,0,1600,900,1440000,0,IdeaPad,Intel,Core i5,2.5,Nvidia,GeForce,HDD,1024
327,Asus,Notebook,14.0,8,Windows 10,2.0,1094.0,0,0,0,1920,1080,2073600,0,ZenBook,Intel,Core i7,2.7,Intel,HD,SSD,256
329,HP,Notebook,15.6,8,Windows 10,2.1,902.0,1,0,0,1366,768,1049088,0,ProBook,Intel,Core i7,1.8,Intel,UHD,HDD,1024
